Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2019-01-07,5080.59326171875,8150.0,8475.0,8150.0,8450.0,32649700,ASII.JK
2019-01-08,5096.17822265625,8175.0,8225.0,8125.0,8150.0,29130800,ASII.JK
2019-01-09,5111.76220703125,8200.0,8275.0,8150.0,8225.0,42977800,ASII.JK
2019-01-10,5111.76220703125,8200.0,8200.0,7950.0,8175.0,76803900,ASII.JK
2019-01-11,5174.1015625,8300.0,8300.0,8225.0,8300.0,32212200,ASII.JK
2019-01-14,5080.59326171875,8150.0,8225.0,8050.0,8225.0,40449800,ASII.JK
2019-01-15,5080.59326171875,8150.0,8150.0,8050.0,8150.0,56524700,ASII.JK
2019-01-16,5142.931640625,8250.0,8250.0,8125.0,8175.0,33593600,ASII.JK
2019-01-17,5158.5166015625,8275.0,8325.0,8200.0,8250.0,38888100,ASII.JK
2019-01-18,5283.19482421875,8475.0,8475.0,8275.0,8300.0,45180500,ASII.JK
2019-01-21,5189.68603515625,8325.0,8550.0,8300.0,8475.0,39949600,ASII.JK
2019-01-22,5111.76220703125,8200.0,8375.0,8150.0,8375.0,33129500,ASII.JK
2019-01-23,5096.17822265625,8175.0,8275.0,8175.0,8200.0,26554900,ASII.JK
2019-01-24,5252.02490234375,8425.0,8450.0,8225.0,8225.0,56764700,ASII.JK
2019-01-25,5252.02490234375,8425.0,8475.0,8275.0,8475.0,27967500,ASII.JK
2019-01-28,5220.85498046875,8375.0,8450.0,8275.0,8450.0,25672700,ASII.JK
2019-01-29,5220.85498046875,8375.0,8400.0,8275.0,8375.0,34675500,ASII.JK
2019-01-30,5205.2705078125,8350.0,8375.0,8225.0,8275.0,40835000,ASII.JK
2019-01-31,5267.60888671875,8450.0,8450.0,8325.0,8375.0,49304900,ASII.JK
2019-02-01,5267.60888671875,8450.0,8500.0,8350.0,8475.0,23915300,ASII.JK
2019-02-04,5111.76220703125,8200.0,8475.0,8175.0,8450.0,27634200,ASII.JK
2019-02-05,5111.76220703125,8200.0,8200.0,8200.0,8200.0,0,ASII.JK
2019-02-06,5127.34814453125,8225.0,8350.0,8225.0,8275.0,28617900,ASII.JK
2019-02-07,5111.76220703125,8200.0,8275.0,8150.0,8225.0,27500100,ASII.JK
2019-02-08,5080.59326171875,8150.0,8225.0,8100.0,8150.0,36834100,ASII.JK
2019-02-11,4987.08544921875,8000.0,8150.0,8000.0,8125.0,34439900,ASII.JK
2019-02-12,4768.90087890625,7650.0,8000.0,7650.0,8000.0,84655500,ASII.JK
2019-02-13,4784.48583984375,7675.0,7775.0,7550.0,7700.0,60065900,ASII.JK
2019-02-14,4737.7314453125,7600.0,7775.0,7550.0,7775.0,37462300,ASII.JK
2019-02-15,4737.7314453125,7600.0,7650.0,7525.0,7650.0,51353000,ASII.JK
2019-02-18,4909.16259765625,7875.0,7925.0,7700.0,7725.0,39041200,ASII.JK
2019-02-19,4846.82470703125,7775.0,7875.0,7725.0,7800.0,24292900,ASII.JK
2019-02-20,4846.82470703125,7775.0,7875.0,7625.0,7850.0,46538800,ASII.JK
2019-02-21,4800.06982421875,7700.0,7725.0,7650.0,7700.0,41248700,ASII.JK
2019-02-22,4753.31640625,7625.0,7700.0,7575.0,7650.0,32076500,ASII.JK
2019-02-25,4768.90087890625,7650.0,7800.0,7575.0,7625.0,34983600,ASII.JK
2019-02-26,4737.7314453125,7600.0,7675.0,7600.0,7625.0,29923400,ASII.JK
2019-02-27,4737.7314453125,7600.0,7650.0,7525.0,7650.0,38903200,ASII.JK
2019-02-28,4457.2080078125,7150.0,7550.0,7150.0,7550.0,119005400,ASII.JK
